"id","number","vtown","category","condition","status","entry_date"
"1532","TR-01","TR-Valencia","Trailer","Old","Active","2023-05-27"
"1533","TR-02","TR-Valencia","Trailer","Old","Active","2023-05-27"
"1534","TR-05","TR-Valencia","Trailer","Old","Active","2023-05-27"
"1535","TR-09","TR-Valencia","Trailer","Old","Active","2023-05-27"
"1536","WB-3","Allama Iqbal Town","Water Bowser","Old","Active","2023-05-27"
"1537","WB-01L","Night Operations","Water Bowser","Old","Active","2023-05-27"
"1538","WB-06","Night Operations","Water Bowser","Old","Active","2023-05-27"
"1539","WB-14","Night Operations","Water Bowser","Old","Active","2023-05-27"
"1540","WB-04","Nishter Town","Water Bowser","Old","Active","2023-05-27"
"1541","WB-05","Rajgarh Centre","Water Bowser","Old","Active","2023-05-27"
"1542","WB-12","Rajgarh Centre","Water Bowser","Old","Active","2023-05-27"
"1543","WB-08","Ring Road","Water Bowser","Old","Active","2023-05-27"
"1544","WB-09","Ring Road","Water Bowser","Old","Active","2023-05-27"
"1545","WB-07","Samanabad Town","Water Bowser","Old","Active","2023-05-27"
"1546","WB-213","Shalimar Town","Water Bowser","Old","Active","2023-05-27"
"1547","MS-29","Night Operations","Sweeper","Old","Active","2023-08-25"
"1548","M-06","Allama Iqbal Town","Mini Dumper","Old","Active","2023-08-25"
"1549","ALB-003","Samanabad Town","Compactor","Old","Active","2023-08-25"
"1550","L-09","Lakhodair","Loader","Old","Active","2023-08-25"
"1551","VS-10","Night Operations","Sweeper","Old","Active","2023-08-25"
"1552","VS-07","Night Operations","Sweeper","Old","Active","2023-08-25"
"1553","VS-09","Night Operations","Sweeper","Old","Active","2023-08-25"
"1554","VS-06","Night Operations","Sweeper","Old","Active","2023-08-25"
"1555","VS-11","Night Operations","Sweeper","Old","Active","2023-08-25"
"1556","MS-7","Ring Road","Sweeper","Old","Active","2023-08-25"
"1557","VS-12","Night Operations","Sweeper","Old","Active","2023-08-25"
"1558","ALB-168","Allama Iqbal Town","Dumper","Old","Active","2023-08-25"
"1559","ALB-C08-110","Nishter Town","Compactor","Old","Active","2023-08-25"
"1560","VS-03","Night Operations","Sweeper","Old","Active","2023-08-25"
"1561","VS-13","Night Operations","Sweeper","Old","Active","2023-08-25"
"1562","VS-08","Night Operations","Sweeper","Old","Active","2023-08-25"
"1563","ALB-C25-272","DGBT","Mech Washer","Old","Active","2023-08-25"
"1564","ALB-C25-272","DGBT","Mech Washer","Old","Active","2023-08-25"
"1565","ALB-C05-182","Aziz Bhatti Town","Compactor","Old","Active","2023-08-25"
"1566","ALB-C05-182","Aziz Bhatti Town","Compactor","Old","Active","2023-08-25"
"1567","ALB-C10-188","Rajgarh Centre","Dumper","Old","Active","2023-08-26"
"1568","S-04","Nishter Town","Mini Dumper","Old","Active","2023-08-29"
"1569","S-04","Nishter Town","Mini Dumper","Old","Active","2023-08-29"
"1570","ALB-C25-305","DGBT","Dumper","Old","Active","2023-08-29"
"1571","ALB-C25-305","DGBT","Dumper","Old","Active","2023-08-30"
"1572","D-45","DGBT","Dumper","Old","Active","2023-08-30"
"1573","D-45","DGBT","Dumper","Old","Active","2023-08-30"
"1574","C-705","Ravi Town","Compactor","Old","Active","2023-08-30"
"1575","C-705","Ravi Town","Compactor","Old","Active","2023-08-30"
"1576","S-01","Shalimar Town","Mini Dumper","Old","Active","2023-09-04"
"1577","S-01","Shalimar Town","Mini Dumper","Old","Active","2023-09-04"
"1578","D-44","DGBT","Dumper","Old","Active","2023-09-06"
"1579","D-44","DGBT","Dumper","Old","Active","2023-09-06"
"1580","MFL-02","Gulberg Town","Loader","Old","Active","2023-09-06"
"1581","MFL-02","Gulberg Town","Loader","Old","Active","2023-09-06"
"1582","C-1066","Nishter Town","Compactor","Old","Active","2023-10-16"
"1583","C-1066","Nishter Town","Compactor","Old","Active","2023-10-16"
"1584","MW-11","Night Operations","Sweeper","Old","Active","2023-10-18"
"1585","MW-11","Night Operations","Sweeper","Old","Active","2023-10-18"
"1586","MW-07","Night Operations","Water Bowser","Old","Active","2023-10-18"
"1587","MW-08","Night Operations","Water Bowser","Old","Active","2023-10-18"
"1588","MW-08","Night Operations","Water Bowser","Old","Active","2023-10-18"
"1589","MW-10","Night Operations","Water Bowser","Old","Active","2023-10-19"
"1590","C-708","Wahga Town","Compactor","Old","Active","2023-10-19"
"1591","MW-12","Night Operations","Mech Washer","Old","Active","2023-10-19"
"1592","MW-12","Night Operations","Mech Washer","Old","Active","2023-10-19"
"1593","MFL-01","Gulberg Town","Loader","Old","Active","2023-10-19"
"1594","MW-13","Night Operations","Mech Washer","Old","Active","2023-10-20"
"1595","MW-14","Night Operations","Water Bowser","Old","Active","2023-10-20"
"1596","MFL-01","Gulberg Town","Loader","Old","Active","2023-10-20"
"1597","MW-14","Night Operations","Water Bowser","Old","Active","2023-10-21"
"1598","MW-05","Night Operations","Water Bowser","Old","Active","2023-10-21"
"1599","MW-05","Night Operations","Water Bowser","Old","Active","2023-10-21"
"1600","HA-50","Ravi Town","Arm Roll","Old","Active","2023-10-23"
"1601","HA-50","Ravi Town","Arm Roll","Old","Active","2023-10-23"
"1602","ALB-170","Samanabad Town","Dumper","Old","Active","2023-10-30"
"1603","ALB-170","Samanabad Town","Dumper","Old","Active","2023-10-30"
"1604","C-1366","Samanabad Town","Compactor","Old","Active","2023-10-31"
"1605","C-1366","Samanabad Town","Compactor","Old","Active","2023-11-01"
"1606","C-1378","Ravi Town","Compactor","Old","Active","2023-11-03"
"1607","C-1371","DGBT","Compactor","Old","Active","2023-11-03"
"1608","C-1371","DGBT","Compactor","Old","Active","2023-11-04"
"1609","D-51","Ravi Town","Dumper","Old","Active","2023-11-07"
"1610","DT-67","Shalimar Town","Dumper","Old","Active","2023-11-07"
"1611","DT-67","Shalimar Town","Dumper","Old","Active","2023-11-07"
"1612","ALB-304","Night Operations","Sweeper","Old","Active","2023-11-14"
"1613","C-1363","Allama Iqbal Town","Compactor","Old","Active","2023-11-14"
"1614","C-1363","Allama Iqbal Town","Compactor","Old","Active","2023-11-14"
"1615","MW-02","Night Operations","Water Bowser","Old","Active","2023-11-14"
"1616","MW-02","Night Operations","Water Bowser","Old","Active","2023-11-14"
"1617","C-1357","Gulberg Town","Compactor","Old","Active","2023-11-14"
"1618","C-701","DGBT","Compactor","Old","Active","2023-11-15"
"1619","C-701","DGBT","Compactor","Old","Active","2023-11-16"
"1620","VS-304","Night Operations","Sweeper","Old","Active","2023-11-21"
"1621","VS-304","Night Operations","Sweeper","Old","Active","2023-11-21"
"1622","C-1364","Samanabad Town","Compactor","Old","Active","2023-11-24"
"1623","C-1362","Allama Iqbal Town","Compactor","Old","Active","2023-11-27"
"1624","C-1359","Aziz Bhatti Town","Compactor","Old","Active","2023-12-04"
"1625","C-1370","DGBT","Compactor","Old","Active","2023-12-04"
"1626","D-52","Ravi Town","Dumper","Old","Active","2023-12-04"
"1627","TLD-06","Samanabad Town","Loader","Old","Active","2023-12-11"
"1628","TLD-06","Samanabad Town","Loader","Old","Active","2023-12-22"
"1629","C-1368","DGBT","Compactor","New","Active","2023-12-22"
"1630","C-1369","DGBT","Compactor","New","Active","2023-12-22"
"1631","C-1369","DGBT","Compactor","New","Active","2023-12-22"
"1632","C-1376","Ravi Town","Compactor","Old","Active","2023-12-27"
"1633","C-1376","Ravi Town","Compactor","Old","Active","2023-12-27"
"1634","C-1377","Shalimar Town","Compactor","Old","Active","2023-12-28"
"1635","C-1374","Shalimar Town","Compactor","Old","Active","2023-12-28"
"1636","C-1377","Shalimar Town","Compactor","Old","Active","2023-12-28"
"1637","C-1372","DGBT","Compactor","Old","Active","2023-12-28"
"1638","C-1374","Shalimar Town","Compactor","Old","Active","2023-12-28"
"1639","C-1351","Gulberg Town","Compactor","New","Active","2023-12-29"
"1640","C-1352","Gulberg Town","Compactor","New","Active","2023-12-29"
"1641","C-1375","Shalimar Town","Compactor","New","Active","2023-12-29"
"1642","C-1375","Shalimar Town","Compactor","New","Active","2023-12-29"
"1643","C-1353","DGBT","Compactor","New","Active","2023-12-29"
"1644","C-1353","DGBT","Compactor","New","Active","2023-12-29"
"1645","C-1355","Gulberg Town","Compactor","New","Active","2023-12-29"
"1646","C-1354","Gulberg Town","Compactor","New","Active","2023-12-29"
"1647","C-1356","Gulberg Town","Compactor","New","Active","2023-12-29"
"1648","D-54","Shalimar Town","Dumper","Old","Active","2024-01-02"
"1649","D-54","Shalimar Town","Dumper","Old","Active","2024-01-03"
"1650","C-1358","Aziz Bhatti Town","Compactor","New","Active","2024-01-08"
"1651","C-1358","Aziz Bhatti Town","Compactor","New","Active","2024-01-08"
"1652","C-1379","Wahga Town","Compactor","New","Active","2024-01-08"
"1653","C-1379","Wahga Town","Compactor","New","Active","2024-01-08"
"1654","C-1367","Samanabad Town","Compactor","New","Active","2024-01-08"
"1655","MW-01","Night Operations","Mech Washer","Old","Active","2024-01-08"
"1656","MW-01","Night Operations","Mech Washer","Old","Active","2024-01-08"
"1657","C-1365","Samanabad Town","Compactor","New","Active","2024-01-12"
"1658","C-1365","Samanabad Town","Compactor","New","Active","2024-01-12"
"1659","C-1373","Shalimar Town","Compactor","New","Active","2024-01-15"
"1660","C-1380","Wahga Town","Compactor","New","Active","2024-02-06"
"1661","C-1380","Wahga Town","Compactor","New","Active","2024-02-06"
"1662","C-1385","DGBT","Compactor","New","Active","2024-02-13"
"1663","C-1385","DGBT","Compactor","New","Active","2024-02-14"
"1664","LE-9599","Pole Vehicle","other","Old","Active","2024-02-21"
"1665","SAA-1401","Pole Vehicle","other","Old","Active","2024-02-21"
"1666","LEJ-1164","Pole Vehicle","other","Old","Active","2024-02-21"
"1667","LEB-5257","Pole Vehicle","other","Old","Active","2024-02-21"
"1668","LEB-5264","Pole Vehicle","other","Old","Active","2024-02-21"
"1669","LEJ-1574","Pole Vehicle","other","Old","Active","2024-02-21"
"1670","LEJ-1424","Pole Vehicle","other","Old","Active","2024-02-21"
"1671","SAA-1404","Pole Vehicle","other","Old","Active","2024-02-21"
"1672","SAA-1364","Pole Vehicle","other","Old","Active","2024-02-21"
"1673","1234","Pole Vehicle",,"New","Active","2024-02-21"
"1674","D-53","Shalimar Town","Dumper","New","Active","2024-02-22"
"1675","D-53","Shalimar Town","Dumper","New","Active","2024-02-23"
"1676","LED-8463","DGBT","Bolan","Old","Active","2024-02-26"
"1677","LED-8463","DGBT","Bolan","Old","Active","2024-02-26"
"1678","LES-2296","Shalimar Town","HiLux Dala","Old","Active","2024-02-27"
"1679","LES-2296","Shalimar Town","HiLux Dala","Old","Active","2024-02-27"
"1680","LWC-9431","Compost Plant","Tractor Trolley","Old","Active","2024-02-27"
"1681","LED-8457","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1682","LED-5446","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1683","LEJ-1387","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1684","LEJ-1387","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1685","LEH-9587","Pole Vehicle","FAW","Old","Active","2024-02-27"
"1686","LEJ-1407","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1687","LEJ-1425","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1688","LEJ-1426","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1689","LEJ-1426","Pole Vehicle","Bolan","Old","Active","2024-02-27"
"1690","LEC-6657","Pole Vehicle","FAW","Old","Active","2024-02-27"
"1691","LEC-6657","Pole Vehicle","FAW","Old","Active","2024-02-27"
"1692","ALB-C01-7360","Ravi Town","Tractor Loadery","Old","Active","2024-02-28"
"1693","ALB-C01-7360","Ravi Town","Tractor Loadery","Old","Active","2024-02-28"
"1694","LEJ-1418","Pole Vehicle","Bolan","Old","Active","2024-02-28"
"1695","LEJ-1375","Pole Vehicle","Bolan","Old","Active","2024-02-28"
"1696","LEJ-1452","Pole Vehicle","Bolan","Old","Active","2024-02-28"
"1697","LED-8461","Pole Vehicle","Bolan","Old","Active","2024-02-28"
"1698","SAA-1415","Pole Vehicle","Bike","New","Active","2024-02-28"
"1699","SAA-1428","Pole Vehicle","Bike","New","Active","2024-02-28"
"1700","SAA-1420","Pole Vehicle","Bike","New","Active","2024-02-28"
"1701","SAA-1420","Pole Vehicle","Bike","New","Active","2024-02-28"
"1702","LES-9454","Pole Vehicle","Mini Van","Old","Active","2024-02-29"
"1703","LES-9454","Pole Vehicle","Mini Van","Old","Active","2024-02-29"
"1704","SAA-1372","Pole Vehicle","Bike","New","Active","2024-02-29"
"1705","LEG-5562","Pole Vehicle","Bike","New","Active","2024-02-29"
"1706","LEG-5562","Pole Vehicle","Bike","New","Active","2024-03-01"
"1707","SAA-1380","Pole Vehicle","Bike","New","Active","2024-03-01"
"1708","LEB-5269","Pole Vehicle","Bolan","Old","Active","2024-03-01"
"1709","SAA-1402","Pole Vehicle","Bike","New","Active","2024-03-01"
"1710","LE-9598","Pole Vehicle","FAW","Old","Active","2024-03-01"
"1711","LZC-807","Pole Vehicle","Cultus","Old","Active","2024-03-01"
"1712","LZC-807","Pole Vehicle","Cultus","Old","Active","2024-03-01"
"1713","LEJ-1162","Pole Vehicle","Bolan","Old","Active","2024-03-01"
"1714","LEJ-1162","Pole Vehicle","Bolan","Old","Active","2024-03-01"
"1715","C-1360","Allama Iqbal Town","Compactor","New","Active","2024-03-01"
"1716","C-1360","Allama Iqbal Town","Compactor","New","Active","2024-03-01"
"1717","LEB-5256","Pole Vehicle","Bolan","Old","Active","2024-03-01"
"1718","LEB-5256","Pole Vehicle","Bolan","Old","Active","2024-03-04"
"1719","LEG-2017","Pole Vehicle","Bike","Old","Active","2024-03-04"
"1720","SAA-1439","Pole Vehicle","Bike","New","Active","2024-03-04"
"1721","SAA-1439","Pole Vehicle","Bike","New","Active","2024-03-04"
"1722","LEG-5345","Pole Vehicle","Bike","Old","Active","2024-03-04"
"1723","LEG-5345","Pole Vehicle","Bike","Old","Active","2024-03-04"
"1724","C-1384","DGBT","Compactor","New","Active","2024-03-04"
"1725","LES-7365","Pole Vehicle","HiLux Dala","Old","Active","2024-03-05"
"1726","LES-7365","Pole Vehicle","HiLux Dala","Old","Active","2024-03-05"
"1727","SAA-1414","Pole Vehicle","Bike","New","Active","2024-03-05"
"1728","LEJ-1296","Pole Vehicle","Cultus","Old","Active","2024-03-05"
"1729","LEJ-1296","Pole Vehicle","Cultus","Old","Active","2024-03-05"
"1730","LEG-2010","Pole Vehicle","Bike","Old","Active","2024-03-05"
"1731","SAA-1405","Pole Vehicle","Bike","New","Active","2024-03-05"
"1732","SAA-1405","Pole Vehicle","Bike","New","Active","2024-03-05"
"1733","SAA-1434","Pole Vehicle","Bike","New","Active","2024-03-06"
"1734","LEG-5594","Pole Vehicle","Bike","Old","Active","2024-03-06"
"1735","LEB-1366","Pole Vehicle","Bolan","Old","Active","2024-03-06"
"1736","LEJ-1149","Pole Vehicle","Bolan","Old","Active","2024-03-06"
"1737","SAA-1391","Pole Vehicle","Bike","New","Active","2024-03-06"
"1738","LEB-5293","Pole Vehicle","Bolan","Old","Active","2024-03-06"
"1739","LEB-5293","Pole Vehicle","Bolan","Old","Active","2024-03-06"
"1740","C-1381","Ravi Town","Compactor","New","Active","2024-03-06"
"1741","C-1381","Ravi Town","Compactor","New","Active","2024-03-06"
"1742","LEJ-1297","Pole Vehicle","Cultus","Old","Active","2024-03-06"
"1743","LEJ-1306","Pole Vehicle","Bike","Old","Active","2024-03-06"
"1744","LEG-5569","Pole Vehicle","Bike","Old","Active","2024-03-06"
"1745","LEC-6550","Pole Vehicle","FAW","Old","Active","2024-03-06"
"1746","LEJ-1297","Pole Vehicle","Cultus","Old","Active","2024-03-07"
"1747","LEC-8876","Pole Vehicle","Jimmy","Old","Active","2024-03-07"
"1748","LEJ-1353","Pole Vehicle","Honda City","Old","Active","2024-03-07"
"1749","LEJ-1352","Pole Vehicle","Honda City","Old","Active","2024-03-07"
"1750","LEJ-1352","Pole Vehicle","Honda City","Old","Active","2024-03-07"
"1751","LEJ-1160","Pole Vehicle","Bolan","Old","Active","2024-03-11"
"1752","LEJ-1160","Pole Vehicle","Bolan","Old","Active","2024-03-11"
"1753","LES-9458","Pole Vehicle","Toyota Bus","Old","Active","2024-03-11"
"1754","LEB-5240","Pole Vehicle","Bolan","Old","Active","2024-03-11"
"1755","LEB-5240","Pole Vehicle","Bolan","Old","Active","2024-03-11"
"1756","LEG-5579","Pole Vehicle","Bike","Old","Active","2024-03-11"
"1757","LEG-5579","Pole Vehicle","Bike","Old","Active","2024-03-11"
"1758","C-1388","Allama Iqbal Town","Compactor","New","Active","2024-03-11"
"1759","LEJ-1290","Pole Vehicle","Cultus","Old","Active","2024-03-11"
"1760","SAA-1426","Pole Vehicle","Bike","New","Active","2024-03-11"
"1761","LES-7361","Pole Vehicle","HiLux Dala","Old","Active","2024-03-11"
"1762","SAA-1435","Pole Vehicle","Bike","New","Active","2024-03-11"
"1763","LEJ-1389","Pole Vehicle","Bolan","Old","Active","2024-03-11"
"1764","LEJ-1389","Pole Vehicle","Bolan","Old","Active","2024-03-11"
"1765","C-1386","Samanabad Town","Compactor","New","Active","2024-03-13"
"1766","C-1386","Samanabad Town","Compactor","New","Active","2024-03-13"
"1767","LEH-9601","Pole Vehicle","FAW","Old","Active","2024-03-14"
"1768","LEH-9601","Pole Vehicle","FAW","Old","Active","2024-03-14"
"1769","SAA-1441","Pole Vehicle","Bike","New","Active","2024-03-14"
"1770","SAA-1441","Pole Vehicle","Bike","New","Active","2024-03-15"
"1771","LES-1832","Pole Vehicle","HiLux Dala","Old","Active","2024-03-15"
"1772","LES-1832","Pole Vehicle","HiLux Dala","Old","Active","2024-03-15"
"1773","C-1390","Nishter Town","Compactor","New","Active","2024-03-15"
"1774","C-1390","Nishter Town","Compactor","New","Active","2024-03-15"
"1775","LES-2292","Pole Vehicle","HiLux Dala","Old","Active","2024-03-16"
"1776","SAA-1437","Pole Vehicle","Bike","New","Active","2024-03-16"
"1777","SAA-1437","Pole Vehicle","Bike","New","Active","2024-03-18"
"1778","LEB-5242","Pole Vehicle","Bolan","Old","Active","2024-03-18"
"1779","LEB-5242","Pole Vehicle","Bolan","Old","Active","2024-03-18"
"1780","LEG-1997","Pole Vehicle","Bike","Old","Active","2024-03-22"
"1781","LEG-1997","Pole Vehicle","Bike","Old","Active","2024-03-22"
"1782","SAA-1368","Pole Vehicle","Bike","New","Active","2024-03-22"
"1783","LED-9264","Pole Vehicle","Cultus","Old","Active","2024-03-22"
"1784","LED-9264","Pole Vehicle","Cultus","Old","Active","2024-03-23"
"1785","LEJ-1573","Pole Vehicle","Cultus","Old","Active","2024-03-25"
"1786","LEG-5540","Pole Vehicle","Bike","Old","Active","2024-03-25"
"1787","LEG-5364","Pole Vehicle","Bike","Old","Active","2024-03-25"
"1788","LEG-5586","Pole Vehicle","Bike","Old","Active","2024-03-25"
"1789","LEJ-1378","Pole Vehicle","Bolan","Old","Active","2024-03-25"
"1790","LEB-5296","Pole Vehicle","Bolan","Old","Active","2024-03-25"
"1791","LEJ-1161","Pole Vehicle","Bolan","Old","Active","2024-03-25"
"1792","LEJ-1161","Pole Vehicle","Bolan","Old","Active","2024-03-26"
"1793","LEB-5288","Pole Vehicle","Bolan","Old","Active","2024-03-26"
"1794","SAA-1427","Pole Vehicle","Bike","New","Active","2024-03-26"
"1795","SAA-1427","Pole Vehicle","Bike","New","Active","2024-03-26"
"1796","LEJ-1439","Pole Vehicle","Bolan","Old","Active","2024-03-26"
"1797","LEJ-1439","Pole Vehicle","Bolan","Old","Active","2024-03-26"
"1798","LEJ-1411","Pole Vehicle","Bolan","Old","Active","2024-03-26"
"1799","LEJ-1411","Pole Vehicle","Bolan","Old","Active","2024-03-26"
"1800","SAA-1386","Pole Vehicle","Bike","New","Active","2024-03-26"
"1801","SAA-1386","Pole Vehicle","Bike","New","Active","2024-03-27"
"1802","LEE-1640","Pole Vehicle","Jimmy","Old","Active","2024-03-27"
"1803","LEJ-1297","Pole Vehicle","Cultus","Old","Active","2024-03-27"
"1804","SAA-1382","Pole Vehicle","Bike","New","Active","2024-03-27"
"1805","SAA-1382","Pole Vehicle","Bike","New","Active","2024-03-27"
"1806","SD-193","Aziz Bhatti Town","Dumper","Old","Active","2024-03-27"
"1807","SD-193","Aziz Bhatti Town","Dumper","Old","Active","2024-03-27"
"1808","SAA-1416","Pole Vehicle","Bike","New","Active","2024-03-27"
"1809","SAA-1406","Pole Vehicle","Bike","New","Active","2024-03-27"
"1810","SD-189","Aziz Bhatti Town","Dumper","Old","Active","2024-03-28"
"1811","SAA-1371","Pole Vehicle","Bike","New","Active","2024-03-28"
"1812","LEJ-1369","Pole Vehicle","Bolan","Old","Active","2024-03-28"
"1813","LEB-5992","Pole Vehicle","Corolla Altis","Old","Active","2024-03-29"
"1814","LEG-1984","Pole Vehicle","Bike","Old","Inactive","2024-03-29"
"1815","LEG","Choose...","Choose...","Choose...","Choose...","2024-03-29"
"1816","LEG-1984","Pole Vehicle","Bike","Old","Active","2024-03-29"
"1817","c-1382","Ravi Town","Compactor","Old","Active","2024-03-29"
"1818","LEJ-1381","Pole Vehicle","Bolan","Old","Active","2024-04-08"
"1819","LEJ-1381","Pole Vehicle","Bolan","Old","Active","2024-04-08"
"1820","C-1396","Nishter Town","Compactor","New","Active","2024-04-08"
"1821","C-1396","Nishter Town","Compactor","New","Active","2024-04-08"
"1822","LEF-6785","Pole Vehicle","Toyota Vigo","Old","Active","2024-04-09"
"1823","LEE-3346","Pole Vehicle","Toyota Vigo","New","Active","2024-04-09"
"1824","LED-8297","Pole Vehicle","Toyota Vigo","New","Active","2024-04-09"
"1825","SAA-1436","Pole Vehicle","Bike","New","Active","2024-04-16"
"1826","LEJ-1163","Pole Vehicle","Bolan","Old","Active","2024-04-16"
"1827","SAA-1393","Pole Vehicle","Bike","New","Active","2024-04-18"
"1828","LEJ-1146","Pole Vehicle","Bolan","Old","Active","2024-04-18"
"1829","LEJ-1372","Pole Vehicle","Bolan","Old","Active","2024-04-18"
"1830","C-1361","Allama Iqbal Town","Compactor","New","Active","2024-04-18"
"1831","LED-9263","Pole Vehicle","Cultus","Old","Active","2024-04-26"
"1832","LEJ-1145","Pole Vehicle","Bolan","Old","Active","2024-04-26"
"1833","LEJ-1168","Pole Vehicle","Bolan","Old","Active","2024-04-29"
"1834","LEA-3329","Pole Vehicle","Bolan","Old","Active","2024-04-29"
"1835","LEJ-1451","Pole Vehicle","Bolan","Old","Active","2024-04-30"
"1836","C-1387","Samanabad Town","Compactor","New","Active","2024-05-18"
"1837","LEJ-1419","Pole Vehicle","Bolan","New","Active","2024-05-21"
"1838","LEG-1678","Pole Vehicle","Bike","Old","Active","2024-05-28"
"1839","SAA-1421","Pole Vehicle","Bike","New","Active","2024-05-28"
"1840","SAA-1443","Pole Vehicle","Bike","New","Active","2024-05-28"
"1841","LEJ-1293","Pole Vehicle","Honda City","Old","Active","2024-06-01"
"1842","LEJ-1148","Pole Vehicle","Bolan","Old","Active","2024-06-01"
"1843","LEJ-1380","Pole Vehicle","Bolan","Old","Active","2024-06-01"
"1844","LES-2282","Pole Vehicle","HiLux Dala","Old","Active","2024-06-01"
"1845","LE-8071","Pole Vehicle","Toyota Vigo","New","Active","2024-07-09"
"1846","LES-9456","Pole Vehicle","Mini Van","Old","Active","2024-07-09"
"1847","LEC-557","Pole Vehicle","Corolla Altis","New","Active","2024-07-09"
"1848","LEG-5610","Pole Vehicle","Bike","Old","Active","2024-07-09"
"1849","LEJ-1571","Pole Vehicle","Cultus","Old","Active","2024-07-11"
"1850","LEJ-1438","Pole Vehicle","Bolan","Old","Active","2024-07-11"
"1851","LEJ-1438","Pole Vehicle","Bolan","Old","Active","2024-07-11"
"1852","SAA-1442","Pole Vehicle","Bike","New","Active","2024-07-11"
"1853","LEG-1970","Pole Vehicle","Bike","Old","Active","2024-07-12"
"1854","LES-9448","Pole Vehicle","Toyota Bus","Old","Active","2024-07-12"
"1855","LEG-5375","Pole Vehicle","Bike","Old","Active","2024-07-12"
"1856","SAA-1422","Pole Vehicle","Bike","New","Active","2024-07-12"
"1857","C-1383","Shalimar Town","Compactor","New","Active","2024-07-19"
"1858","LES-7362","Pole Vehicle","HiLux Dala","Old","Active","2024-07-20"
"1859","LEG-2047","Pole Vehicle","Bike","Old","Active","2024-07-22"
"1860","VS-15","Night Operations","Sweeper","Old","Active","2024-07-22"
"1861","VS-15","Night Operations","Sweeper","Old","Active","2024-07-22"
"1862","LEN-616","Pole Vehicle","Bike","Old","Active","2024-07-22"
"1863","LEN-616","Pole Vehicle","Bike","Old","Active","2024-07-22"
"1864","LEJ-1379","Pole Vehicle","Bolan","Old","Active","2024-08-02"
"1865","LEJ-1379","Pole Vehicle","Bolan","Old","Active","2024-08-02"
"1866","SAA-1383","Pole Vehicle","Bike","New","Active","2024-08-02"
"1867","LEJ-1165","Pole Vehicle","Bolan","Old","Active","2024-08-05"
"1868","LED-8297","Pole Vehicle","Toyota Vigo","New","Active","2024-08-07"
"1869","LEE-1024","Pole Vehicle","Bolan","Old","Active","2024-08-08"
"1870","SAA-1417","Pole Vehicle","Bike","New","Active","2024-08-09"
"1871","LEJ-1295","Pole Vehicle","Cultus","Old","Active","2024-08-12"
"1872","SAA-1433","Pole Vehicle","Bike","New","Active","2024-08-12"
"1873","SWM-104","Pole Vehicle","Bike","Old","Active","2024-08-17"
"1874","SAA-1388","Pole Vehicle","Bike","New","Active","2024-08-17"
"1875","LED-5447","Pole Vehicle","Bolan","Old","Active","2024-08-19"
"1876","LES-9458","Pole Vehicle","Toyota Bus","Old","Active","2024-08-19"
"1877","LWC-9485","Compost Plant","Tractor Trolley","Old","Active","2024-08-19"
"1878","LWC-9485","Compost Plant","Tractor Trolley","Old","Active","2024-08-19"
"1879","LWC-9485","Compost Plant","Tractor Trolley","Old","Active","2024-08-19"
"1880","SAA-1408","Pole Vehicle","Bike","New","Active","2024-08-22"
"1881","LES-2281","Pole Vehicle","HiLux Dala","Old","Active","2024-08-22"
"1882","SAA-1432","Pole Vehicle","Bike","New","Active","2024-08-22"
"1883","SAA-1399","Pole Vehicle","Bike","New","Active","2024-09-02"
"1884","SAK-908","Pole Vehicle","Toyota Yaris","New","Active","2024-09-09"
"1885","LEG-5382","TR-Valencia","Bike","Old","Active","2024-09-18"
"1886","SAA-1394","Pole Vehicle","Bike","New","Active","2024-09-18"
"1887","SAA-1396","Pole Vehicle","Bike","New","Active","2024-09-18"
"1888","SAA-1377","Pole Vehicle","Bike","New","Active","2024-10-09"
"1889","LEJ-1291","Pole Vehicle","Bike","Old","Active","2024-10-09"
"1890","s-7","Choose...","Choose...","Choose...","Choose...","2024-10-12"
"1891","s-7","Samanabad Town","Mini Dumper","New","Active","2024-10-12"
"1892","sak-642","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1893","SAK-903","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1894","SAK-860","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1895","SAK-848","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1896","SAK-939","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1897","SAK-825","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1898","SAK-804","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1899","SAK-785","Pole Vehicle","Toyota Yaris","New","Active","2024-10-12"
"1900","LEG-5323","Pole Vehicle","Bike","Old","Active","2024-10-12"
"1901","MW-06","Lakhodair","Mech Washer","New","Active","2024-10-18"
"1902","LEG-5567","Pole Vehicle","Bike","Old","Active","2024-10-18"
"1903","c-727","DGBT","Compactor","New","Active","2024-10-19"
"1904","LED-5448","Pole Vehicle","Bike","Old","Active","2024-10-19"
